record_id,doi,title,year,venue,source_databases,query_ids,openalex_id,crossref_url,identification_status,screen_title_abstract,screen_title_abstract_reason,fulltext_status,screen_fulltext,screen_fulltext_reason,evidence_lanes,A_trait,A_manipulated,pollinator_response_measured,antagonist_response_measured,common_reproductive_outcome,selection_form,cue_architecture,evolutionary_level,causal_strength,claim_ceiling,study_region,country_or_ocean_basin,latitude_reported,longitude_reported,spatial_grain,spatial_extent,single_site_vs_multisite,geographic_contrast,receiver_assemblage_contrast,biogeographic_context,historical_or_phylogenetic_context,notes
SCHPRISMA-000408,10.1093/jpe/rtu012,How do belowground organisms influence plant-pollinator interactions?,2014,Journal of Plant Ecology,OPENALEX,Q01;Q02;Q03;Q05;Q08;Q09;Q10;Q11;Q12,https://openalex.org/W2130798117,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000409,,How do Human-Induced Environmental Changes and Parasitism Influence Plant Traits Governing Bumblebee Foraging?,2026,YorkSpace (York University),OPENALEX,Q05;Q08;Q09,https://openalex.org/W7171271122,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000410,10.1111/nph.15594,How flower colour signals allure bees and hummingbirds: a community‐level test of the bee avoidance hypothesis,2018,New Phytologist,OPENALEX,Q10;Q11,https://openalex.org/W2900958684,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000411,10.7554/elife.07641,How scent and nectar influence floral antagonists and mutualists,2015,eLife,OPENALEX,Q01,https://openalex.org/W2163905505,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000412,10.25148/etd.fidc010278,How Weeds Affect Insects in Mango Cultivation of South Florida,2021,,OPENALEX,Q12,https://openalex.org/W4367839960,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000413,10.3389/fpls.2021.647347,Humans Share More Preferences for Floral Phenotypes With Pollinators Than With Pests,2021,Frontiers in Plant Science,OPENALEX,Q01;Q02;Q05;Q07;Q10;Q11,https://openalex.org/W3195274468,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000414,10.1371/journal.pone.0225252,I’ve been robbed! – Can changes in floral traits discourage bee pollination?,2019,PLoS ONE,OPENALEX,Q04;Q10;Q11;Q13,https://openalex.org/W2990630918,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000415,10.3791/4381,Identification of Olfactory Volatiles using Gas Chromatography-Multi-unit Recordings (GCMR) in the Insect Antennal Lobe,2013,Journal of Visualized Experiments,OPENALEX,Q01;Q05,https://openalex.org/W1999040400,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000416,10.1111/1365-2664.13304,"Identifying native plants for coordinated habitat management of arthropod pollinators, herbivores and natural enemies",2018,Journal of Applied Ecology,OPENALEX,Q08;Q09,https://openalex.org/W2901865450,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000417,10.35495/ajab.2020.06.373,"Impact of abiotic factors on the foraging behavior of two honeybee species on canola in Bahawalpur, Punjab-Pakistan",2020,Asian Journal of Agriculture and Biology,OPENALEX,Q13,https://openalex.org/W4251695064,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000418,10.3390/insects10080233,Impact of Biotic and Abiotic Stressors on Managed and Feral Bees,2019,Insects,OPENALEX,Q10,https://openalex.org/W2965280764,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000419,10.3390/plants14060837,Impacts of Leaf Damage Intensity on Ant–Plant Protection Mutualism and Plant Fitness,2025,Plants,OPENALEX,Q05;Q10,https://openalex.org/W4408168648,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000420,10.1002/ajb2.16414,Impacts of ramet density and herbivory on floral volatile emissions and seed production in Solidago altissima,2024,American Journal of Botany,OPENALEX,Q01;Q05;Q08,https://openalex.org/W4403233371,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000421,10.1007/s13593-025-01082-7,Implementation of practices shapes the effectiveness of agricultural diversification for arthropod related ecosystem services: a meta-analysis,2026,Agronomy for Sustainable Development,OPENALEX,Q01,https://openalex.org/W7131675860,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000422,,Implicaciones ecológicas y evolutivas del robo de néctar en ecosistemas neotropicales venezolanos,2017,,OPENALEX,Q13,https://openalex.org/W2775412905,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000423,10.1002/ajb2.1594,Inbreeding in Solanum carolinense alters floral attractants and rewards and adversely affects pollinator visitation,2021,American Journal of Botany,OPENALEX,Q01;Q05;Q08;Q09,https://openalex.org/W3118474541,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000424,10.1101/2024.07.10.602874,Increasing intraspecific plant chemical diversity at plot and plant level affects arthropod communities,2024,bioRxiv (Cold Spring Harbor Laboratory),OPENALEX,Q01;Q05,https://openalex.org/W4400644282,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000425,10.22541/au.172115351.16959271/v1,"Increasing intraspecific plant chemical diversity at plot and plant level affects herbivorous, predatory, and pollinating arthropod communities",2024,,OPENALEX,Q01;Q05,https://openalex.org/W4400678509,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000426,10.25675/3.020547,Indirect effects in plant-pollinator interactions: the role of exotic plants and herbivores,2008,Colorado State University,OPENALEX,Q08,https://openalex.org/W2336106793,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000427,10.3732/ajb.1500043,Indirect effects of herbivory on plant–pollinator interactions in invasive Lythrum salicaria,2015,American Journal of Botany,OPENALEX,Q08,https://openalex.org/W2199672919,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000428,10.3389/fpls.2020.588383,Indirect Selection on Flower Color in Silene littorea,2020,Frontiers in Plant Science,OPENALEX,Q06;Q07;Q08;Q09;Q10;Q11;Q12,https://openalex.org/W3114981476,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000429,10.1139/b01-136,"Individual flowering schedule, fruit set, and flower and seed predation in Vaccinium hirtum Thunb. (Ericaceae)",2002,Canadian Journal of Botany,OPENALEX,Q12,https://openalex.org/W1969515607,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000430,10.1104/pp.107.112326,Influence of Green Leaf Herbivory by Manduca sexta on Floral Volatile Emission by Nicotiana suaveolens,2008,PLANT PHYSIOLOGY,OPENALEX,Q01;Q05;Q08;Q09;Q10,https://openalex.org/W2128350947,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000431,10.1002/ajb2.16170,Influence of plant domestication on plant‐pollinator interactions: Floral attributes and floral visitor communities in wild and cultivated squash plants,2023,American Journal of Botany,OPENALEX,Q10,https://openalex.org/W4366236676,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000432,10.1371/journal.pone.0018071,Inherited Biotic Protection in a Neotropical Pioneer Plant,2011,PLoS ONE,OPENALEX,Q05,https://openalex.org/W2036869256,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000433,10.1111/pce.14516,Insect exuviae as soil amendment affect flower reflectance and increase flower production and plant volatile emission,2022,Plant Cell & Environment,OPENALEX,Q01;Q05;Q07;Q08;Q09,https://openalex.org/W4311501904,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000434,10.1111/1365-2745.14242,Insect herbivory but not plant pathogen infection drive floral volatile‐mediated indirect effects on pollinators and plant fitness in Brassica rapa,2023,Journal of Ecology,OPENALEX,Q01;Q05;Q07;Q08;Q10;Q11,https://openalex.org/W4389732560,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000435,10.1007/s00442-025-05777-2,Insect herbivory differentially affects the behaviour of two pollinators of Brassica rapa,2025,Oecologia,OPENALEX,Q05;Q07;Q08;Q11,https://openalex.org/W4413137490,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000436,10.1002/ece3.8686,Insect pest damage increases faba bean (Vicia faba) yield components but only in the absence of insect pollination,2022,Ecology and Evolution,OPENALEX,Q13,https://openalex.org/W4221007441,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000437,,Insect pollination of oilseed rape,2017,Epsilon Open Archive (Sveriges lantbruksuniversitet biblioteket (Swedish University of Agricultural Sciences)),OPENALEX,Q01;Q10,https://openalex.org/W2606418695,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000438,,Insetos visitantes florais e suas interações em uma área em processo de recuperação ambiental após mineração de carvão a céu aberto no sul de Santa Catarina,2023,Dialnet (Universidad de la Rioja),OPENALEX,Q08,https://openalex.org/W7161456169,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000439,10.1111/ppl.13914,Integrated metabolome and transcriptome analysis provides insights on the floral scent formation in Hydrangea arborescens,2023,Physiologia Plantarum,OPENALEX,Q01;Q05,https://openalex.org/W4366351371,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000440,10.1111/nph.20006,Integration of attractive and defensive phytochemicals is unlikely to constrain chemical diversification in a perennial herb,2024,New Phytologist,OPENALEX,Q01;Q02;Q03;Q04;Q05;Q06;Q09;Q10;Q11;Q12;Q13,https://openalex.org/W4401192807,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000441,10.1186/s12870-025-06163-z,Integrative transcriptome and metabolome analysis reveals candidate genes related to terpene synthesis in Chrysanthemum × morifolium,2025,BMC Plant Biology,OPENALEX,Q01,https://openalex.org/W4407290308,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000442,,Intensity of plantanimal interactions affects selection strength,2008,,OPENALEX,Q12,https://openalex.org/W1481562372,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000443,10.1093/jee/toac023,Interacting Antagonisms: Parasite Infection Alters Bombus impatiens (Hymenoptera: Apidae) Responses to Herbivory on Tomato Plants,2022,Journal of Economic Entomology,OPENALEX,Q10,https://openalex.org/W4210617550,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000444,10.1590/s0301-80591998000200001,Interaction between ants and plants bearing extrafloral nectaries in cerrado vegetation,1998,Anais da Sociedade Entomológica do Brasil,OPENALEX,Q08;Q12,https://openalex.org/W1994513726,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000445,10.1111/nph.16514,Interaction networks and trait evolution,2020,New Phytologist,OPENALEX,Q10,https://openalex.org/W3014025863,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000446,,Interactions between bee species in relation to floral resources,2017,Otago University Research Archive (University of Otago),OPENALEX,Q10,https://openalex.org/W2740849115,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000447,,Interactions between cactus-specialist solitary bees and their host cacti,2001,UA Campus Repository (The University of Arizona),OPENALEX,Q10;Q12;Q13,https://openalex.org/W824212550,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000448,10.3389/fevo.2021.685542,"Interactions Between Figs and Gall-Inducing Fig Wasps: Adaptations, Constraints, and Unanswered Questions",2021,Frontiers in Ecology and Evolution,OPENALEX,Q01;Q09,https://openalex.org/W3188403184,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000449,10.7275/dkm7-5k19,"Interactions between floral mutualists and antagonists, and consequences for plant reproduction",2019,Scholarworks (University of Massachusetts Amherst),OPENALEX,Q10,https://openalex.org/W1563361177,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000450,10.1111/1365-2435.14231,Interactions between protea plants and their animal mutualists and antagonists are structured more by energetic than morphological trait matching,2022,Functional Ecology,OPENALEX,Q12,https://openalex.org/W4309759128,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000451,10.20381/ruor-21200,Interactions between Two Herbivores Introduced as Biocontrol Agents against Invasive Purple Loosestrife,2017,uO Research (University of Ottawa),OPENALEX,Q08;Q12,https://openalex.org/W2769006191,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000452,10.1016/j.envadv.2022.100285,Interactive effects of ozone and carbon dioxide on plant-pollinator interactions and yields in a legume crop,2022,Environmental Advances,OPENALEX,Q01;Q08,https://openalex.org/W4294733869,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000453,10.14393/ufu.di.2023.8069,Interações planta-polinizador e planta-florívoros no Cerrado: explorando as dependências da densidade,2023,,OPENALEX,Q08,https://openalex.org/W4390673137,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000454,10.1371/journal.pone.0072805,Intraspecific Combinations of Flower and Leaf Volatiles Act Together in Attracting Hawkmoth Pollinators,2013,PLoS ONE,OPENALEX,Q01;Q09,https://openalex.org/W2171551521,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000455,10.1007/s10682-019-09991-2,Intraspecific floral color variation as perceived by pollinators and non-pollinators: evidence for pollinator-imposed constraints?,2019,Evolutionary Ecology,OPENALEX,Q06,https://openalex.org/W2949696910,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000456,10.1111/1365-2435.70170,Intraspecific plant chemodiversity at plot level has contrasting effects on arthropod functional groups,2025,Functional Ecology,OPENALEX,Q01;Q02;Q05,https://openalex.org/W4415396823,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000457,10.1111/nph.13854,Introduction to a Virtual Special Issue on plant volatiles,2016,New Phytologist,OPENALEX,Q01;Q05;Q09;Q11,https://openalex.org/W2283012148,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000458,10.1101/018952,"Invasive plants as novel food resources, the pollinators’ perspective",2015,bioRxiv (Cold Spring Harbor Laboratory),OPENALEX,Q10,https://openalex.org/W2269437075,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000459,10.1086/673536,"Invasive Silene latifolia May Benefit from a Native Pollinating Seed Predator, Hadena ectypa , in North America",2013,International Journal of Plant Sciences,OPENALEX,Q03,https://openalex.org/W2019911713,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000460,,"Investigating The Effects Of Ant-Hemipteran Mutualisms On The Invertebrate Community Structure And Their Host Plant, Honey Mesquite (prosopis Glandulosa)",2018,ScholarWorks -A service of University of Vermont Libraries (University of Vermont),OPENALEX,Q09;Q12,https://openalex.org/W2899699297,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000461,,Investigating the evolutionary consequences of sexual conflict through pollen and pistil traits in several Collinsia heterophylla (Plantaginaceae) populations,2012,Lund University Publications Student Papers (Lund University),OPENALEX,Q10,https://openalex.org/W1927699921,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000462,10.25560/5563,Investigations into stability in the fig/ fig-wasp mutualism,2010,Spiral (Imperial College London),OPENALEX,Q12;Q14,https://openalex.org/W2535721997,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000463,,Is bee‐avoidance by bird‐pollinated flowers driven by nectar robbing in Erica?,2025,Apollo (University of Cambridge),OPENALEX,Q04;Q10;Q13,https://openalex.org/W7133281174,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000464,10.1111/1365-2435.70276,Is bee‐avoidance by bird‐pollinated flowers driven by nectar robbing in Erica ?,2026,Functional Ecology,OPENALEX,Q04;Q10;Q13,https://openalex.org/W7130819294,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000465,10.1002/ece3.10630,Is there silicon in flowers and what does it tell us?,2023,Ecology and Evolution,OPENALEX,Q09,https://openalex.org/W4387711023,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000466,10.1093/aob/mcaf016,It’s not easy being green. A commentary on ‘Green flowers need yellow to get noticed in a green world’,2025,Annals of Botany,OPENALEX,Q08,https://openalex.org/W4408140696,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000467,10.1093/aob/mcn221,John Bryant takes a closer look at some of this month's Original Articles,2008,Annals of Botany,OPENALEX,Q01,https://openalex.org/W4256511927,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000468,10.1093/aob/mcp061,John Bryant takes a closer look at some of this month's Original Articles,2009,Annals of Botany,OPENALEX,Q09,https://openalex.org/W4235707693,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000469,10.1038/s41598-024-55344-7,"Lack of pollinators selects for increased selfing, restricted gene flow and resource allocation in the rare Mediterranean sage Salvia brachyodon",2024,Scientific Reports,OPENALEX,Q13,https://openalex.org/W4392297428,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000470,10.7282/t3-kee6-nw69,Landscape and domestication influence multi-trophic interactions in berry systems,2026,Rutgers University Community Repository (Rutgers University),OPENALEX,Q05,https://openalex.org/W7124959449,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000471,10.1016/j.agee.2021.107417,Landscape complexity benefits bumble bee visitation in faba bean (Vicia faba minor L.) but crop productivity is not pollinator-dependent,2021,Agriculture Ecosystems & Environment,OPENALEX,Q13,https://openalex.org/W3150396537,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000472,10.1016/j.agee.2020.107189,"Landscape crop diversity and semi-natural habitat affect crop pollinators, pollination benefit and yield",2020,Agriculture Ecosystems & Environment,OPENALEX,Q13,https://openalex.org/W3094106515,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000473,10.1111/1365-2664.70074,Landscape‐level synergistic and antagonistic effects among conservation measures drive wild bee densities and species richness,2025,Journal of Applied Ecology,OPENALEX,Q10,https://openalex.org/W4411324728,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000474,10.1101/2024.05.30.596697,Latitudinal clines in the phenology of floral display associated with adaptive evolution during a biological invasion,2024,bioRxiv (Cold Spring Harbor Laboratory),OPENALEX,Q08,https://openalex.org/W4399292831,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000475,10.1002/ajb2.70015,Latitudinal clines in the phenology of floral display associated with adaptive evolution during a biological invasion,2025,American Journal of Botany,OPENALEX,Q08,https://openalex.org/W4408287356,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000476,10.1371/journal.pone.0188408,Leaf herbivory imposes fitness costs mediated by hummingbird and insect pollinators,2017,PLoS ONE,OPENALEX,Q01;Q05;Q09;Q10;Q11,https://openalex.org/W2773948018,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000477,10.3389/fpls.2021.791680,Leaf Induction Impacts Behavior and Performance of a Pollinating Herbivore,2021,Frontiers in Plant Science,OPENALEX,Q01;Q05;Q08;Q10,https://openalex.org/W4200463067,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000478,10.1002/ecs2.2459,Legitimate visitors and nectar robbers of Aquilegia formosa have different effects on nectar bacterial communities,2018,Ecosphere,OPENALEX,Q13,https://openalex.org/W2898342007,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000479,10.1002/ajb2.1559,Light availability influences the intensity of nectar robbery and its effects on reproduction in a tropical shrub via multiple pathways,2020,American Journal of Botany,OPENALEX,Q05;Q09;Q10;Q11;Q13,https://openalex.org/W3104024735,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000480,10.1111/jse.12930,Linalool: A ubiquitous floral volatile mediating the communication between plants and insects,2022,Journal of Systematics and Evolution,OPENALEX,Q05,https://openalex.org/W4308578897,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000481,10.1371/journal.pbio.0050031,Linkage Rules for Plant–Pollinator Networks: Trait Complementarity or Exploitation Barriers?,2007,PLoS Biology,OPENALEX,Q07;Q10;Q13,https://openalex.org/W1992923997,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000482,10.25148/etd.fi14052571,Linking herbivory and pollination : costs and selection implications in Centrosema virginianum Bentham (Fabaceae: papilionoideae),2004,,OPENALEX,Q08;Q09;Q12,https://openalex.org/W1873334843,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000483,10.1098/rspb.2018.0635,Linking pollinator efficiency to patterns of pollen limitation: small bees exploit the plant–pollinator mutualism,2018,Proceedings of the Royal Society B Biological Sciences,OPENALEX,Q08,https://openalex.org/W2805366811,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000484,10.53846/goediss-4953,"Local management and landscape context effects on bee pollination, ant seed predation, and yield in Indonesian homegardens",2015,,OPENALEX,Q12,https://openalex.org/W1573358956,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000485,10.1093/aobpla/plx031,Local shifts in floral biotic interactions in habitat edges and their effect on quantity and quality of plant offspring,2017,AoB Plants,OPENALEX,Q08;Q10;Q12;Q13,https://openalex.org/W2725109700,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000486,10.1111/aec.13591,Long corolla flowers in Tropical Andes favour nectar robbing by the Black Metaltail hummingbird: A study using citizen science and field observations,2024,Austral Ecology,OPENALEX,Q13,https://openalex.org/W4402499914,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000487,10.3389/fevo.2021.640143,Long-Term Tree Regeneration of Fragmented Agroforestry Systems Under Varying Climatic Conditions,2021,Frontiers in Ecology and Evolution,OPENALEX,Q12,https://openalex.org/W3134916135,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000488,10.1098/rspb.2018.2501,Loss of top-down biotic interactions changes the relative benefits for obligate mutualists,2019,Proceedings of the Royal Society B Biological Sciences,OPENALEX,Q12,https://openalex.org/W2916089083,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000489,10.3389/fpls.2024.1495112,Maintenance of flower color dimorphism in Ophiorrhiza japonica (Rubiaceae): responses to fluctuating temperatures in a dolomite Karst region,2024,Frontiers in Plant Science,OPENALEX,Q06;Q07;Q08;Q12,https://openalex.org/W4405558795,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000490,10.1111/j.1365-313x.2006.02995.x,Making sense of nectar scents: the effects of nectar secondary metabolites on floral visitors of Nicotiana attenuata,2007,The Plant Journal,OPENALEX,Q01;Q04;Q05;Q10;Q13,https://openalex.org/W2146106193,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000491,10.1007/s44372-025-00359-1,Management reduces floral damage by bees and beetles in Cereus jamacaru DC. (Cactaceae) in the Caatinga dry forest,2025,Discover Plants.,OPENALEX,Q01;Q02;Q08;Q09;Q10,https://openalex.org/W4414508215,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000492,10.1093/jpe/rtv016,Mast fruiting in a hawkmoth-pollinated orchid Habenaria glaucifolia: an 8-year survey,2015,Journal of Plant Ecology,OPENALEX,Q12,https://openalex.org/W2080156833,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000493,10.1590/s1516-89132008000400013,Mating strategies and aggressive combat in wingless neotropical fig wasp males,2008,Brazilian Archives of Biology and Technology,OPENALEX,Q12,https://openalex.org/W2113903316,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000494,10.1890/0012-9658(2000)081[2170:mteopa]2.0.co;2,MEASURING THE EFFECTS OF POLLINATORS AND HERBIVORES: EVIDENCE FOR NON-ADDITIVITY IN A PERENNIAL HERB,2000,Ecology,OPENALEX,Q08;Q12,https://openalex.org/W2100683160,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000495,10.1007/s00425-019-03176-5,Mechanisms in mutualisms: a chemically mediated thrips pollination strategy in common elder,2019,Planta,OPENALEX,Q02;Q10,https://openalex.org/W2944197362,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000496,10.1055/s-0033-1351817,Metabolic engineering of volatile production,2013,Planta Medica,OPENALEX,Q05,https://openalex.org/W2319591892,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000497,10.1093/femsec/fiaa003,"Microbial abundance, composition, and function in nectar are shaped by flower visitor identity",2020,FEMS Microbiology Ecology,OPENALEX,Q10;Q13,https://openalex.org/W2999473507,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000498,10.1007/s00709-018-1269-2,Micromorphological and histochemical attributes of flowers and floral reward in Linaria vulgaris (Plantaginaceae),2018,PROTOPLASMA,OPENALEX,Q01;Q02;Q05;Q09,https://openalex.org/W2807045778,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000499,10.1111/nph.13752,Minding (and bridging) the gap between evolutionary ecology and atmospheric biogeochemistry in a study of plant pollinator behaviour,2015,New Phytologist,OPENALEX,Q01;Q05,https://openalex.org/W2257578294,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000500,10.26786/1920-7603(2026)866,Misconceived experiments may yield valuable insights: Simulated florivory has unpredictable consequences for plant reproduction in Knautia arvensis (Caprifoliaceae),2026,Journal of Pollination Ecology,OPENALEX,Q01;Q02;Q07;Q08,https://openalex.org/W7161844875,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000501,10.1093/aobpla/plaf008,Mixed mating system and intraspecific variation in lizard pollination of Withania frutescens (L.) Pauquy,2025,AoB Plants,OPENALEX,Q09;Q10,https://openalex.org/W4407601339,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000502,10.3389/fpls.2024.1452804,Molecular background of the diverse metabolic profiles in leaves and inflorescences of naked catmint (Nepeta nuda L.),2024,Frontiers in Plant Science,OPENALEX,Q01;Q05,https://openalex.org/W4404834213,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
